timestamp,open,high,low,close,volume,instrument
2024-01-02T14:00:00+00:00,5000.01,5000.32,4999.7,4999.86,175,MES
2024-01-02T14:01:00+00:00,4999.86,5000.41,4999.68,4999.94,203,MES
2024-01-02T14:02:00+00:00,4999.94,5000.44,4999.9,5000.32,180,MES
2024-01-02T14:03:00+00:00,5000.32,5000.58,4999.85,5000.34,215,MES
2024-01-02T14:04:00+00:00,5000.34,5000.79,4998.4,4999.05,232,MES
2024-01-02T14:05:00+00:00,4999.05,4999.14,4998.14,4998.2,235,MES
2024-01-02T14:06:00+00:00,4998.2,4998.39,4996.46,4996.47,258,MES
2024-01-02T14:07:00+00:00,4996.47,4996.64,4995.1,4995.44,189,MES
2024-01-02T14:08:00+00:00,4995.44,4996.51,4995.43,4996.22,316,MES
2024-01-02T14:09:00+00:00,4996.22,4996.26,4995.82,4995.85,254,MES
2024-01-02T14:10:00+00:00,4995.85,4995.88,4994.56,4995.04,133,MES
2024-01-02T14:11:00+00:00,4995.04,4995.72,4994.81,4995.68,400,MES
2024-01-02T14:12:00+00:00,4995.68,4996.67,4995.65,4996.25,293,MES
2024-01-02T14:13:00+00:00,4996.25,4996.49,4996.13,4996.16,300,MES
2024-01-02T14:14:00+00:00,4996.16,4997.44,4996.08,4997.2,215,MES
2024-01-02T14:15:00+00:00,4997.2,4997.75,4997.0,4997.33,235,MES
2024-01-02T14:16:00+00:00,4997.33,4998.4,4996.87,4998.0,190,MES
2024-01-02T14:17:00+00:00,4998.0,4999.19,4997.84,4998.49,242,MES
2024-01-02T14:18:00+00:00,4998.49,4999.65,4998.37,4999.41,222,MES
2024-01-02T14:19:00+00:00,4999.41,4999.94,4999.12,4999.27,227,MES
2024-01-02T14:20:00+00:00,4999.27,4999.6,4999.2,4999.56,166,MES
2024-01-02T14:21:00+00:00,4999.56,4999.74,4999.15,4999.59,298,MES
2024-01-02T14:22:00+00:00,4999.59,4999.84,4999.47,4999.61,328,MES
2024-01-02T14:23:00+00:00,4999.61,4999.85,4999.16,4999.65,276,MES
2024-01-02T14:24:00+00:00,4999.65,5000.36,4998.4,4998.5,182,MES
2024-01-02T14:25:00+00:00,4998.5,4999.44,4998.21,4998.66,203,MES
2024-01-02T14:26:00+00:00,4998.66,4999.01,4998.59,4998.84,234,MES
2024-01-02T14:27:00+00:00,4998.84,4999.55,4998.48,4999.37,244,MES
2024-01-02T14:28:00+00:00,4999.37,4999.8,4999.28,4999.43,185,MES
2024-01-02T14:29:00+00:00,4999.43,5000.22,4999.4,5000.15,205,MES
2024-01-02T14:30:00+00:00,5000.15,5000.85,4999.71,5000.11,277,MES
2024-01-02T14:31:00+00:00,5000.11,5000.4,4998.05,4998.66,306,MES
2024-01-02T14:32:00+00:00,4998.66,4998.93,4998.06,4998.1,134,MES
2024-01-02T14:33:00+00:00,4998.1,4999.52,4998.08,4999.02,229,MES
2024-01-02T14:34:00+00:00,4999.02,4999.36,4998.56,4998.94,209,MES
2024-01-02T14:35:00+00:00,4998.94,4999.23,4998.73,4998.95,154,MES
2024-01-02T14:36:00+00:00,4998.95,4999.92,4998.61,4999.87,250,MES
2024-01-02T14:37:00+00:00,4999.87,4999.98,4999.22,4999.42,250,MES
2024-01-02T14:38:00+00:00,4999.42,4999.52,4998.71,4999.2,189,MES
2024-01-02T14:39:00+00:00,4999.2,5000.63,4998.83,5000.39,275,MES
2024-01-02T14:40:00+00:00,5000.39,5001.93,5000.32,5001.42,202,MES
2024-01-02T14:41:00+00:00,5001.42,5001.67,5000.21,5000.22,255,MES
2024-01-02T14:42:00+00:00,5000.22,5000.38,4999.55,4999.74,239,MES
2024-01-02T14:43:00+00:00,4999.74,5000.16,4998.53,4999.0,211,MES
2024-01-02T14:44:00+00:00,4999.0,4999.25,4998.84,4999.24,211,MES
2024-01-02T14:45:00+00:00,4999.24,4999.83,4999.19,4999.72,251,MES
2024-01-02T14:46:00+00:00,4999.72,5000.82,4999.59,5000.58,207,MES
2024-01-02T14:47:00+00:00,5000.58,5000.92,4999.32,4999.66,239,MES
2024-01-02T14:48:00+00:00,4999.66,5000.35,4999.36,5000.07,319,MES
2024-01-02T14:49:00+00:00,5000.07,5000.6,4999.36,4999.79,314,MES
2024-01-02T14:50:00+00:00,4999.79,5000.48,4999.14,5000.18,361,MES
2024-01-02T14:51:00+00:00,5000.18,5000.77,4999.13,4999.42,173,MES
2024-01-02T14:52:00+00:00,4999.42,4999.74,4998.84,4999.45,91,MES
2024-01-02T14:53:00+00:00,4999.45,4999.68,4999.36,4999.67,252,MES
2024-01-02T14:54:00+00:00,4999.67,5000.2,4999.04,4999.1,177,MES
2024-01-02T14:55:00+00:00,4999.1,4999.28,4997.97,4997.99,280,MES
2024-01-02T14:56:00+00:00,4997.99,4998.22,4996.99,4997.34,183,MES
2024-01-02T14:57:00+00:00,4997.34,4997.79,4997.21,4997.51,275,MES
2024-01-02T14:58:00+00:00,4997.51,4999.46,4997.2,4998.97,243,MES
2024-01-02T14:59:00+00:00,4998.97,4999.51,4998.81,4999.0,305,MES
2024-01-02T15:00:00+00:00,4999.0,4999.03,4998.88,4998.98,336,MES
2024-01-02T15:01:00+00:00,4998.98,4999.77,4998.74,4999.0,102,MES
2024-01-02T15:02:00+00:00,4999.0,4999.19,4996.3,4996.77,253,MES
2024-01-02T15:03:00+00:00,4996.77,4997.1,4995.59,4995.98,261,MES
2024-01-02T15:04:00+00:00,4995.98,4996.08,4995.97,4996.06,310,MES
2024-01-02T15:05:00+00:00,4996.06,4996.56,4995.69,4996.48,288,MES
2024-01-02T15:06:00+00:00,4996.48,4996.87,4995.6,4996.04,239,MES
2024-01-02T15:07:00+00:00,4996.04,4996.54,4995.44,4996.08,359,MES
2024-01-02T15:08:00+00:00,4996.08,4996.35,4995.66,4995.79,53,MES
2024-01-02T15:09:00+00:00,4995.79,4996.03,4995.76,4996.01,169,MES
2024-01-02T15:10:00+00:00,4996.01,4996.07,4995.44,4995.86,275,MES
2024-01-02T15:11:00+00:00,4995.86,4996.43,4995.66,4995.89,220,MES
2024-01-02T15:12:00+00:00,4995.89,4996.44,4994.32,4994.66,318,MES
2024-01-02T15:13:00+00:00,4994.66,4995.2,4994.58,4995.16,231,MES
2024-01-02T15:14:00+00:00,4995.16,4995.18,4994.53,4995.06,291,MES
2024-01-02T15:15:00+00:00,4995.06,4995.26,4994.84,4995.06,370,MES
2024-01-02T15:16:00+00:00,4995.06,4995.48,4994.94,4995.45,166,MES
2024-01-02T15:17:00+00:00,4995.45,4995.76,4995.31,4995.44,232,MES
2024-01-02T15:18:00+00:00,4995.44,4995.48,4994.77,4995.33,232,MES
2024-01-02T15:19:00+00:00,4995.33,4995.64,4994.5,4994.77,293,MES
2024-01-02T15:20:00+00:00,4994.77,4995.99,4994.56,4995.88,264,MES
2024-01-02T15:21:00+00:00,4995.88,4996.26,4995.71,4995.91,401,MES
2024-01-02T15:22:00+00:00,4995.91,4995.98,4995.41,4995.77,273,MES
2024-01-02T15:23:00+00:00,4995.77,4996.16,4994.49,4994.94,182,MES
2024-01-02T15:24:00+00:00,4994.94,4996.27,4994.85,4995.73,291,MES
2024-01-02T15:25:00+00:00,4995.73,4997.21,4995.53,4997.14,148,MES
2024-01-02T15:26:00+00:00,4997.14,4997.72,4996.8,4997.21,179,MES
2024-01-02T15:27:00+00:00,4997.21,4997.38,4996.54,4996.65,234,MES
2024-01-02T15:28:00+00:00,4996.65,4996.94,4996.54,4996.84,246,MES
2024-01-02T15:29:00+00:00,4996.84,4997.05,4996.66,4997.02,390,MES
2024-01-02T15:30:00+00:00,4997.02,4997.49,4996.43,4997.47,279,MES
2024-01-02T15:31:00+00:00,4997.47,4997.97,4995.85,4996.15,302,MES
2024-01-02T15:32:00+00:00,4996.15,4996.75,4995.95,4996.08,199,MES
2024-01-02T15:33:00+00:00,4996.08,4997.36,4996.01,4996.57,191,MES
2024-01-02T15:34:00+00:00,4996.57,4996.59,4995.73,4995.79,163,MES
2024-01-02T15:35:00+00:00,4995.79,4996.31,4995.4,4995.91,329,MES
2024-01-02T15:36:00+00:00,4995.91,4996.87,4995.73,4996.71,240,MES
2024-01-02T15:37:00+00:00,4996.71,4996.82,4996.02,4996.47,141,MES
2024-01-02T15:38:00+00:00,4996.47,4997.13,4996.4,4997.07,325,MES
2024-01-02T15:39:00+00:00,4997.07,4997.34,4995.83,4995.89,279,MES
2024-01-02T15:40:00+00:00,4995.89,4996.25,4995.59,4995.67,158,MES
2024-01-02T15:41:00+00:00,4995.67,4995.95,4994.89,4995.06,107,MES
2024-01-02T15:42:00+00:00,4995.06,4996.25,4994.59,4996.04,221,MES
2024-01-02T15:43:00+00:00,4996.04,4996.43,4994.98,4995.87,236,MES
2024-01-02T15:44:00+00:00,4995.87,4997.25,4995.81,4997.02,124,MES
2024-01-02T15:45:00+00:00,4997.02,4997.36,4996.35,4996.79,330,MES
2024-01-02T15:46:00+00:00,4996.79,4997.43,4996.62,4997.07,215,MES
2024-01-02T15:47:00+00:00,4997.07,4997.26,4996.78,4997.07,227,MES
2024-01-02T15:48:00+00:00,4997.07,4997.52,4996.37,4996.39,316,MES
2024-01-02T15:49:00+00:00,4996.39,4996.39,4995.13,4995.36,176,MES
2024-01-02T15:50:00+00:00,4995.36,4996.18,4994.83,4995.99,191,MES
2024-01-02T15:51:00+00:00,4995.99,4996.38,4995.73,4996.3,294,MES
2024-01-02T15:52:00+00:00,4996.3,4996.52,4996.22,4996.23,168,MES
2024-01-02T15:53:00+00:00,4996.23,4996.25,4995.87,4996.2,182,MES
2024-01-02T15:54:00+00:00,4996.2,4996.82,4995.97,4996.21,168,MES
2024-01-02T15:55:00+00:00,4996.21,4996.23,4994.6,4994.99,135,MES
2024-01-02T15:56:00+00:00,4994.99,4995.25,4993.87,4994.27,278,MES
